chr	start	stop	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr9	4149458	4150458	Amillepora20750	6	4	14	4	13	28	4	20	17	32	9	18	40	49	37	39	33	44	14	17	21	19	18	38
chr9	4098529	4099529	Amillepora20745	6	0	0	0	0	0	3	0	0	0	0	0	11	2	0	4	0	1	12	0	1	2	1	2
chr9	4083563	4084563	Amillepora20743	16	17	4	7	4	9	12	9	4	3	4	3	64	40	30	31	16	34	18	8	16	21	11	22
chr9	4174565	4175565	Amillepora20755	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
chr9	4201783	4202783	Amillepora20760	18	1	1	0	1	2	0	0	0	0	1	1	8	4	3	4	2	0	11	2	2	3	2	8
chr9	4251628	4252628	Amillepora20764	0	1	0	0	0	0	0	2	1	1	0	1	5	0	1	1	0	1	1	0	1	2	0	2
chr9	4266946	4267946	Amillepora20766	16	34	9	6	7	12	9	7	2	3	9	12	75	53	23	42	30	56	37	16	22	17	15	25
chr9	4248370	4249370	Amillepora20763	4	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	2	2	0	0	1	0	0	1
chr9	4189000	4190000	Amillepora20758	10	1	0	1	0	0	0	1	0	1	0	1	6	0	1	1	0	1	1	1	1	1	1	3
chr9	4199151	4200151	Amillepora20759	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	1	1	2	6
chr9	4184584	4185584	Amillepora20757	13	0	1	2	0	2	0	0	0	0	2	0	2	2	2	1	1	1	0	1	1	1	0	1
chr9	4213270	4214270	Amillepora20761	16	5	2	4	2	0	2	0	0	1	0	0	11	7	2	5	5	2	6	3	9	6	4	8
chr9	4228512	4229512	Amillepora20762	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	2	3	3	2	0	6
chr9	4275298	4276298	Amillepora20765	49	16	8	11	7	6	2	9	1	0	6	1	47	24	13	17	8	20	6	6	4	1	2	6
chr9	4322716	4323716	Amillepora20777	188	150	122	154	109	163	118	98	72	148	92	105	39	9	7	11	8	10	26	8	9	7	5	11
chr9	4319002	4320002	Amillepora20776	19	4	2	2	2	0	4	0	0	0	0	0	12	7	1	10	1	4	8	2	1	1	0	5
chr9	4307062	4308062	Amillepora20772	8	2	2	4	2	0	1	0	0	2	0	0	5	0	0	0	2	0	4	3	0	2	2	2
chr9	4295347	4296347	Amillepora20769	26	0	2	2	2	0	10	15	14	11	10	14	8	6	2	6	4	7	37	13	24	21	28	37
chr9	4328675	4329675	Amillepora20778	27	5	3	7	2	1	4	0	3	3	2	2	21	9	4	8	6	4	9	2	7	5	3	10
chr9	4361849	4362849	Amillepora20781	7	0	0	0	0	0	5	0	0	0	0	0	5	0	2	4	0	0	1	0	0	1	0	1
chr9	4342769	4343769	Amillepora20779	11	2	0	4	2	2	2	0	0	2	1	0	7	2	0	3	1	1	1	2	2	3	2	0
chr9	4319260	4320260	Amillepora20773	8	3	2	2	2	0	1	0	0	0	0	0	21	7	1	12	3	3	8	1	0	2	0	4
chr9	4351321	4352321	Amillepora20780	68	54	87	101	88	99	9	39	32	36	7	27	39	48	53	48	38	55	20	20	17	21	8	30
chr9	4293560	4294560	Amillepora20768	3	5	0	0	2	0	0	0	0	0	0	0	10	4	1	5	2	1	5	1	2	1	2	4
chr9	4306137	4307137	Amillepora20771	4	0	0	0	0	0	2	0	0	0	0	0	2	3	0	5	4	2	3	1	0	2	1	4
chr9	4304283	4305283	Amillepora20770	32	10	0	2	0	0	16	2	0	8	10	11	11	2	1	8	1	3	4	1	0	2	7	4
chr9	4427024	4428024	Amillepora20788	7	1	0	0	0	0	0	0	0	0	0	0	11	4	0	2	2	2	1	1	1	0	0	3
chr9	4475754	4476754	Amillepora20792	28	17	20	18	19	15	15	6	20	6	12	2	42	39	34	39	28	49	23	15	15	28	19	36
chr9	4370103	4371103	Amillepora20782	12	0	0	0	0	0	0	0	0	0	2	0	3	2	0	2	0	0	5	1	0	1	0	2
chr9	4415867	4416867	Amillepora20786	40	2	0	0	0	3	12	0	0	0	2	6	11	3	2	4	2	6	10	7	4	8	0	13
chr9	4397175	4398175	Amillepora20785	2	3	1	2	1	0	2	2	0	2	6	4	11	4	3	5	6	5	20	7	13	11	8	20
chr9	4373932	4374932	Amillepora20783	81	18	23	22	3	12	8	4	4	4	8	6	12	5	1	11	1	6	14	2	4	6	4	5
chr9	4476950	4477950	Amillepora20793	60	80	108	78	98	105	2	28	11	10	15	10	40	47	40	29	18	46	16	6	12	14	17	20
chr9	4453278	4454278	Amillepora20790	7	0	0	0	0	3	2	6	1	8	0	1	9	0	2	1	2	3	4	2	3	4	1	5
chr9	4450674	4451674	Amillepora20789	34	1	0	2	0	0	7	0	0	2	0	3	11	8	4	1	6	4	18	1	6	7	6	19
chr9	4471638	4472638	Amillepora20791	19	3	0	0	0	0	3	2	0	0	1	2	8	6	2	7	1	2	11	3	4	6	6	8
chr9	4479915	4480915	Amillepora20794	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	7
chr9	4391129	4392129	Amillepora20784	4	0	0	0	0	0	2	0	0	0	4	0	1	0	0	1	0	0	5	2	2	1	2	4
chr9	4582493	4583493	Amillepora20807	0	0	0	2	0	0	1	0	0	0	2	0	5	3	0	5	0	5	6	0	0	0	0	5
chr9	4558323	4559323	Amillepora20804	28	8	0	3	1	0	5	2	0	3	1	0	6	3	1	2	2	3	6	1	2	0	0	5
chr9	4569547	4570547	Amillepora20805	10	2	2	0	0	0	2	0	0	1	0	0	10	4	2	5	1	6	4	2	0	2	2	2
chr9	4545244	4546244	Amillepora20803	3	0	0	0	0	0	0	0	0	0	0	0	4	2	0	3	1	1	6	2	1	2	0	1
chr9	4487303	4488303	Amillepora20795	6	2	0	0	0	5	8	5	11	10	4	14	26	29	14	23	13	21	26	11	14	14	19	25
chr9	4504480	4505480	Amillepora20796	24	16	24	31	48	32	232	188	170	175	295	209	51	63	34	49	36	55	81	61	78	84	81	128
chr9	4514997	4515997	Amillepora20797	15	8	5	13	5	19	84	27	16	15	53	25	14	11	4	2	3	9	22	19	25	19	15	43
chr9	4525041	4526041	Amillepora20798	1	0	4	1	0	0	0	3	3	2	2	0	14	6	5	5	3	7	12	14	16	7	12	13
chr9	4537986	4538986	Amillepora20801	0	1	0	0	0	1	3	0	0	0	0	0	3	4	0	1	0	1	3	0	2	1	1	4
chr9	4616803	4617803	Amillepora20811	24	17	2	3	2	5	5	0	2	3	6	1	27	7	11	8	4	8	12	2	6	3	7	11
chr9	4665247	4666247	Amillepora20815	5	1	0	2	1	1	2	0	0	0	0	3	20	14	11	6	9	13	16	9	12	8	8	8
chr9	4637520	4638520	Amillepora20812	23	18	20	15	24	22	3	2	0	3	4	5	17	6	9	13	9	16	6	1	2	3	2	4
chr9	4654352	4655352	Amillepora20814	16	4	0	1	0	2	0	2	0	0	0	0	10	4	3	8	4	11	6	0	1	3	2	2
chr9	4617712	4618712	Amillepora20809	8	0	0	0	0	0	2	0	0	0	3	0	13	3	1	2	1	2	7	0	1	6	2	4
chr9	4644431	4645431	Amillepora20813	8	1	0	0	0	0	6	0	0	0	0	0	11	4	1	2	4	2	4	3	1	0	2	6
chr9	4599474	4600474	Amillepora20808	23	17	13	3	12	17	29	21	17	17	36	30	78	85	76	81	58	84	58	42	58	46	52	104
chr9	4718806	4719806	Amillepora20818	14	6	4	13	4	10	18	14	8	18	41	17	8	17	11	4	9	13	13	2	11	8	7	12
chr9	4767492	4768492	Amillepora20825	6	0	0	0	0	0	1	0	1	4	0	0	26	24	10	19	7	13	12	7	6	6	4	16
chr9	4755120	4756120	Amillepora20823	17	111	44	18	41	91	8	18	11	21	12	0	16	8	7	15	9	12	18	5	13	8	6	27
chr9	4760196	4761196	Amillepora20824	13	2	0	0	0	4	6	0	0	0	0	2	7	1	2	3	0	3	4	0	0	0	0	1
chr9	4705200	4706200	Amillepora20816	88	37	14	22	6	17	35	14	11	17	21	9	69	60	37	30	40	53	36	27	38	35	44	66
chr9	4736234	4737234	Amillepora20820	7	2	1	2	0	0	0	0	0	2	0	0	5	2	0	1	2	1	3	1	0	0	0	4
chr9	4743591	4744591	Amillepora20821	42	16	26	22	20	12	7	22	12	2	10	8	9	3	2	1	1	4	4	1	2	0	1	2
chr9	4722156	4723156	Amillepora20819	1	0	0	0	0	0	0	0	0	0	0	2	4	1	2	2	0	1	2	0	1	2	0	0
chr9	4746493	4747493	Amillepora20822	3	0	0	0	0	0	0	0	0	0	2	0	3	2	0	3	1	2	5	1	0	1	0	3
chr9	4875075	4876075	Amillepora20829	273	59	3	13	2	9	30	1	0	11	17	6	19	15	17	13	8	16	18	10	18	19	15	38
chr9	4829907	4830907	Amillepora20828	17	2	2	0	0	0	2	0	0	0	4	0	2	3	1	2	0	2	4	2	2	0	1	4
chr9	4807540	4808540	Amillepora20826	0	1	0	0	0	0	0	0	0	0	2	0	11	13	8	5	10	14	13	1	3	10	6	9
chr9	4818440	4819440	Amillepora20827	6	3	2	2	2	1	0	2	1	6	3	0	19	23	11	20	12	15	18	13	13	12	16	21
chr9	4884785	4885785	Amillepora20830	10	0	0	0	0	2	0	0	0	0	0	0	18	11	8	7	14	5	14	7	10	8	8	20
chr9	4898001	4899001	Amillepora20831	5	4	0	2	0	1	1	0	0	0	1	1	12	10	5	9	5	14	10	4	2	8	3	7
chr9	4923595	4924595	Amillepora20834	7	0	0	0	2	2	0	0	0	0	0	5	8	2	1	0	1	3	2	1	2	1	0	2
chr9	4962871	4963871	Amillepora20837	24	0	0	2	0	0	0	0	0	0	2	0	6	0	0	4	2	3	0	0	1	0	0	0
chr9	4911589	4912589	Amillepora20832	9	1	0	0	0	0	0	1	0	0	0	1	5	5	2	1	0	3	10	1	0	1	2	3
chr9	4947855	4948855	Amillepora20836	6	5	1	0	0	1	4	0	0	3	1	0	7	1	2	5	1	4	6	1	4	4	2	8
chr9	5000701	5001701	Amillepora20840	13	7	0	2	1	3	6	4	4	8	1	4	20	15	9	13	3	14	24	1	11	6	7	19
chr9	5020866	5021866	Amillepora20841	3	2	0	0	0	2	0	0	0	0	2	0	5	3	0	1	0	1	5	1	1	3	0	0
chr9	5049820	5050820	Amillepora20843	7	4	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	6	1	0	0	1	2	1
chr9	5032318	5033318	Amillepora20842	11	5	0	0	0	0	0	0	0	0	2	1	10	0	2	5	3	2	1	0	0	2	1	3
chr9	5058909	5059909	Amillepora20844	18	6	1	2	1	2	3	3	7	1	5	3	30	24	13	25	15	27	24	22	25	22	18	42
chr9	4977489	4978489	Amillepora20838	6	0	0	0	0	0	0	0	2	0	0	1	6	0	1	0	2	4	2	0	1	1	2	1
chr9	4981678	4982678	Amillepora20839	5	6	0	1	1	1	0	1	0	0	1	0	13	12	5	11	10	15	10	10	4	5	7	10
chr9	5147519	5148519	Amillepora20853	68	34	60	13	18	58	29	3	6	12	15	7	13	9	6	6	7	8	14	2	4	4	2	4
chr9	5119363	5120363	Amillepora20850	12	1	0	3	2	8	0	0	0	2	2	0	22	21	16	19	14	26	18	11	10	15	11	19
chr9	5081371	5082371	Amillepora20849	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
chr9	5152613	5153613	Amillepora20854	9	0	0	1	0	0	1	4	1	1	3	3	17	19	13	9	16	28	20	6	13	12	14	29
chr9	5064792	5065792	Amillepora20845	0	0	0	0	0	0	0	0	0	0	0	0	12	7	7	1	2	8	16	1	6	9	3	8
chr9	5074477	5075477	Amillepora20847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr9	5148445	5149445	Amillepora20852	98	31	3	11	2	3	2	0	0	3	2	5	5	3	2	2	3	2	10	1	2	4	0	6
chr9	5188566	5189566	Amillepora20855	54	13	0	4	0	2	6	0	0	1	4	5	8	4	1	2	1	0	8	0	5	0	3	3
chr9	5076661	5077661	Amillepora20848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
chr9	5070959	5071959	Amillepora20846	0	0	0	0	0	0	0	0	0	1	1	0	21	13	7	10	5	10	12	1	5	5	5	13
chr9	5274340	5275340	Amillepora20865	13	2	11	8	3	3	8	2	1	2	2	1	27	29	28	38	18	29	26	4	21	13	12	35
chr9	5209779	5210779	Amillepora20861	17	4	0	2	0	2	9	1	1	1	3	2	8	3	5	9	5	6	3	1	3	4	3	6
chr9	5197589	5198589	Amillepora20859	1	0	0	0	0	1	0	0	0	2	0	2	5	1	2	7	0	1	5	1	2	0	1	2
chr9	5197755	5198755	Amillepora20857	1	0	0	0	0	2	2	0	0	2	0	6	8	0	1	4	0	2	6	1	3	0	1	2
chr9	5210105	5211105	Amillepora20860	47	45	71	44	36	71	34	80	56	53	23	39	27	29	17	27	17	28	45	20	30	32	33	61
chr9	5273250	5274250	Amillepora20864	33	16	10	16	12	17	17	16	14	12	12	5	68	44	30	47	32	46	48	30	29	23	26	49
chr9	5265400	5266400	Amillepora20863	5	2	0	0	0	0	6	0	0	1	0	0	10	4	5	2	5	2	12	0	3	5	10	13
chr9	5248763	5249763	Amillepora20862	616	462	513	461	547	526	498	729	555	584	888	611	180	192	113	125	127	148	149	152	139	169	166	322
chr9	5286384	5287384	Amillepora20866	30	34	16	26	23	25	3	3	3	1	2	5	32	39	32	32	22	35	32	23	19	31	17	45
chr9	5305587	5306587	Amillepora20867	6	0	0	0	0	2	2	0	0	2	0	1	10	3	2	7	5	4	12	6	13	12	7	15
chr9	5315257	5316257	Amillepora20869	12	0	1	0	0	1	3	4	6	1	7	7	14	14	5	18	11	22	26	14	21	7	16	22
chr9	5422937	5423937	Amillepora20877	36	20	9	12	7	11	17	11	23	14	17	20	27	39	21	30	23	33	26	19	19	19	23	37
chr9	5359303	5360303	Amillepora20873	55	37	36	34	24	44	8	16	7	13	26	20	43	34	22	35	22	22	35	13	12	22	20	37
chr9	5343456	5344456	Amillepora20872	40	11	1	4	7	2	9	6	4	7	7	4	38	41	22	29	23	18	27	20	19	19	14	55
chr9	5377824	5378824	Amillepora20874	19	2	0	0	0	2	3	0	0	0	3	0	9	3	3	8	4	1	9	1	2	5	5	11
chr9	5330897	5331897	Amillepora20871	10	4	1	2	2	0	3	1	0	4	6	2	12	14	4	4	11	10	21	13	13	12	20	27
chr9	5402725	5403725	Amillepora20876	9	4	0	1	0	0	1	0	0	0	2	4	12	10	5	6	4	8	6	2	1	1	2	6
chr9	5388725	5389725	Amillepora20875	9	0	0	2	0	0	2	0	0	0	0	1	7	5	3	7	2	1	4	2	4	4	1	9
chr9	5425806	5426806	Amillepora20880	21	4	7	7	5	2	4	2	0	0	0	0	15	11	2	7	5	6	5	6	5	5	9	13
chr9	5553946	5554946	Amillepora20895	6	1	0	1	0	0	1	0	0	0	0	2	19	8	2	7	2	8	8	2	5	3	3	10
chr9	5588450	5589450	Amillepora20897	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	2	2	0	1	0	3
chr9	5534829	5535829	Amillepora20892	4	0	0	2	0	0	1	0	0	0	0	0	1	1	0	1	0	4	3	1	0	0	1	2
chr9	5580362	5581362	Amillepora20896	2	0	2	0	0	0	0	0	0	0	0	0	2	2	0	3	2	4	6	1	1	0	1	0
chr9	5517351	5518351	Amillepora20890	6	6	0	0	0	0	0	0	0	0	2	2	8	5	5	10	1	1	7	2	6	3	1	10
chr9	5546945	5547945	Amillepora20893	18	1	2	0	0	0	0	1	0	1	3	0	17	8	5	3	6	10	7	0	1	9	2	3
chr9	5508219	5509219	Amillepora20889	9	6	1	2	1	0	105	126	112	108	115	108	25	22	25	19	11	12	79	72	67	83	90	129
chr9	5480668	5481668	Amillepora20887	3	0	1	1	0	1	7	3	9	3	9	6	67	54	25	38	28	58	60	19	29	30	37	39
chr9	5473418	5474418	Amillepora20886	25	11	0	3	0	0	0	0	0	0	0	2	3	0	1	5	4	4	1	2	0	0	0	5
chr9	5436416	5437416	Amillepora20881	26	12	9	11	4	14	1	16	1	6	4	6	35	28	17	21	21	35	24	10	19	17	15	48
chr9	5457394	5458394	Amillepora20883	25	8	0	2	0	3	0	0	0	1	0	0	18	10	10	10	7	10	18	12	13	10	6	23
chr9	5444707	5445707	Amillepora20882	9	2	0	0	0	2	0	0	0	1	0	1	18	8	8	9	5	11	15	13	8	15	6	26
chr9	5548107	5549107	Amillepora20894	3	0	0	0	0	0	0	0	0	0	0	0	18	12	16	12	10	17	10	7	10	6	7	10
chr9	5603476	5604476	Amillepora20899	24	2	0	4	0	0	9	0	1	0	11	4	2	2	1	1	0	3	3	1	3	1	2	3
chr9	5591899	5592899	Amillepora20898	7	0	0	1	0	0	13	3	1	6	7	14	11	5	2	8	2	6	18	11	10	7	5	13
chr9	5645095	5646095	Amillepora20901	2	2	1	0	0	0	4	2	0	1	0	0	4	1	1	3	0	0	1	0	2	3	1	2
chr9	5679950	5680950	Amillepora20905	5	2	0	0	0	0	0	0	0	1	0	0	4	1	1	3	1	3	1	0	0	1	0	1
chr9	5688346	5689346	Amillepora20906	4	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0
chr9	5666158	5667158	Amillepora20903	12	3	0	0	2	0	5	0	0	2	2	2	11	3	1	0	1	1	9	3	1	0	1	4
chr9	5656845	5657845	Amillepora20902	2	0	0	0	0	0	0	0	0	1	0	0	5	2	1	3	2	2	6	0	2	3	1	7
chr9	5670152	5671152	Amillepora20904	3	0	0	0	0	0	1	0	0	0	2	0	1	1	1	1	0	4	5	0	0	5	2	2
chr9	5732271	5733271	Amillepora20911	13	2	0	0	0	0	2	0	0	0	1	1	2	1	1	4	0	0	5	2	1	2	0	0
chr9	5703255	5704255	Amillepora20907	6	4	0	0	0	0	0	0	0	2	0	0	6	1	1	2	0	0	6	0	1	2	0	2
chr9	5715178	5716178	Amillepora20909	2	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	2	3	2	1	2	1	5
chr9	5758233	5759233	Amillepora20913	9	0	0	2	0	2	0	0	0	1	0	0	10	5	1	1	2	1	15	3	5	3	2	5
chr9	5766859	5767859	Amillepora20914	12	0	0	0	0	0	2	0	0	0	0	2	6	3	2	1	0	0	3	2	2	3	3	4
chr9	5744056	5745056	Amillepora20912	10	0	0	1	0	0	0	0	0	0	0	0	13	3	2	4	2	2	11	0	5	6	6	7
chr9	5778797	5779797	Amillepora20916	13	9	1	1	0	1	1	2	0	0	2	2	14	13	14	18	11	11	8	4	5	4	3	8
chr9	5711438	5712438	Amillepora20908	1	0	1	5	4	3	1	0	0	1	0	0	1	1	2	1	1	2	2	0	0	0	0	2
chr9	5715944	5716944	Amillepora20910	3	0	0	0	0	0	0	0	0	0	0	2	3	1	1	1	2	0	6	3	1	2	1	5
chr9	5816986	5817986	Amillepora20921	7	2	0	0	0	0	2	0	0	0	0	0	9	4	2	4	4	4	4	2	3	2	2	4
chr9	5793805	5794805	Amillepora20917	2	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	0	2	4	0	0	2	4	3
chr9	5811231	5812231	Amillepora20920	21	2	0	0	0	0	0	0	0	1	0	0	6	1	1	1	0	1	1	0	0	0	0	1
chr9	5807540	5808540	Amillepora20919	6	2	0	0	0	0	4	0	0	0	2	2	20	16	19	17	15	14	16	7	4	11	9	11
chr9	5830064	5831064	Amillepora20923	7	0	0	0	0	0	2	0	2	0	0	0	10	0	3	2	0	2	9	0	4	10	1	2
chr9	5794253	5795253	Amillepora20918	3	0	1	0	0	0	2	0	0	0	0	0	2	1	1	2	0	1	4	0	0	2	2	3
chr9	5836727	5837727	Amillepora20924	3	2	1	0	0	0	1	0	0	0	2	1	7	2	2	4	1	1	3	2	1	1	2	6
chr9	5901614	5902614	Amillepora20931	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
chr9	5873738	5874738	Amillepora20927	9	0	0	0	0	0	4	0	0	0	1	2	6	5	1	1	0	3	7	0	2	4	0	2
chr9	5851215	5852215	Amillepora20925	12	1	0	0	0	2	2	0	0	0	0	0	5	2	2	3	1	1	7	2	1	2	2	2
chr9	5864819	5865819	Amillepora20926	8	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	2	3	0	2	0	2
chr9	5890302	5891302	Amillepora20930	85	42	101	75	81	63	31	35	39	27	38	19	22	23	11	19	11	32	15	10	9	8	8	23
chr9	5923312	5924312	Amillepora20933	8	2	2	5	2	0	1	6	7	4	3	4	6	12	1	4	8	6	4	6	2	0	3	13
chr9	5942992	5943992	Amillepora20935	14	7	9	7	6	7	6	7	5	7	16	10	19	25	13	15	12	17	18	15	20	7	32	34
chr9	5880343	5881343	Amillepora20928	4	2	0	0	1	0	0	0	0	0	0	0	5	3	2	1	0	0	3	1	0	0	1	2
chr9	5932667	5933667	Amillepora20934	25	3	1	0	0	2	9	0	1	4	1	5	10	4	4	5	7	5	9	4	3	9	2	7
chr9	5884197	5885197	Amillepora20929	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr9	6019405	6020405	Amillepora20942	9	0	0	0	0	0	1	0	0	0	0	0	4	0	1	2	1	0	4	2	0	0	0	6
chr9	6042459	6043459	Amillepora20944	15	5	0	2	0	0	2	0	0	0	4	0	3	0	1	2	1	1	2	1	0	1	1	3
chr9	5972030	5973030	Amillepora20939	7	0	0	0	0	0	4	0	2	0	0	0	5	5	0	3	1	1	2	1	0	0	2	1
chr9	5951402	5952402	Amillepora20936	15	1	1	1	1	0	4	0	0	4	5	1	15	10	13	8	9	11	11	5	3	7	11	8
chr9	5965492	5966492	Amillepora20938	46	20	2	3	2	0	6	0	0	3	7	9	35	21	12	13	10	22	29	11	12	14	7	13
chr9	5952731	5953731	Amillepora20937	4	0	0	2	0	4	2	2	0	0	6	0	4	0	1	0	0	3	7	1	2	4	0	4
chr9	6081125	6082125	Amillepora20946	14	5	0	0	0	1	2	1	0	0	1	1	10	5	2	3	3	5	10	2	1	5	3	2
chr9	6012583	6013583	Amillepora20941	12	2	0	1	0	0	0	0	0	0	0	1	1	1	3	1	4	0	6	1	0	2	3	2
chr9	6061530	6062530	Amillepora20945	50	1	0	1	0	2	1	0	0	0	4	2	4	5	1	0	0	0	3	2	0	3	2	2
chr9	6042965	6043965	Amillepora20943	31	13	2	0	0	2	10	0	0	2	6	2	6	2	2	2	0	2	4	2	0	3	1	1
chr9	5984601	5985601	Amillepora20940	16	3	0	0	0	0	8	0	0	0	0	0	4	2	1	2	1	1	12	1	0	1	2	5
chr9	6124008	6125008	Amillepora20952	4	2	0	0	0	0	0	0	0	0	1	0	6	1	1	1	0	2	4	0	1	4	1	0
chr9	6096766	6097766	Amillepora20948	2	0	0	2	1	0	1	0	0	1	0	0	2	0	0	1	1	1	3	0	0	0	0	2
chr9	6146792	6147792	Amillepora20953	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	3	0	1	6	1	0	4	3	4
chr9	6162917	6163917	Amillepora20954	40	11	0	1	3	0	18	0	2	7	15	7	8	2	2	3	2	3	9	4	2	0	4	3
chr9	6164087	6165087	Amillepora20955	42	14	4	3	6	7	21	6	5	6	8	5	10	6	9	6	2	11	13	4	3	5	3	14
chr9	6097379	6098379	Amillepora20947	2	0	0	1	0	0	0	0	0	2	0	0	2	0	2	1	0	0	4	0	0	0	0	2
chr9	6118431	6119431	Amillepora20951	3	3	1	0	0	0	6	3	0	1	3	2	26	32	11	22	22	33	30	28	35	33	30	48
chr9	6112636	6113636	Amillepora20949	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	1	2
chr9	6186772	6187772	Amillepora20958	6	2	0	0	0	0	5	0	3	2	0	0	19	13	8	11	6	20	14	11	9	6	4	17
chr9	6248119	6249119	Amillepora20964	64	68	63	84	50	83	70	73	65	71	73	65	84	94	69	72	57	106	87	48	73	63	72	114
chr9	6219191	6220191	Amillepora20961	10	4	0	0	0	0	0	0	0	0	2	0	4	2	0	4	4	1	7	0	2	1	0	4
chr9	6198325	6199325	Amillepora20960	1	0	2	0	0	0	4	0	0	1	7	2	8	1	0	5	2	2	4	0	2	0	0	4
chr9	6226699	6227699	Amillepora20962	4	0	0	0	0	2	2	0	0	0	0	0	8	2	2	1	1	1	5	1	2	2	2	2
chr9	6163714	6164714	Amillepora20956	57	11	2	4	3	2	26	3	1	6	8	2	1	1	2	1	2	3	8	2	1	3	4	5
chr9	6230106	6231106	Amillepora20963	10	1	0	1	0	0	8	19	6	21	6	19	9	2	1	1	0	0	4	1	2	2	2	4
chr9	6257809	6258809	Amillepora20966	2	0	2	2	0	0	0	0	0	0	0	0	3	2	4	0	0	2	5	0	3	1	2	2
chr9	6253992	6254992	Amillepora20965	11	0	0	0	0	4	0	0	0	0	0	0	5	3	1	2	2	1	3	0	0	0	1	2
chr9	6197422	6198422	Amillepora20959	18	2	10	2	8	6	3	2	1	1	3	3	21	17	9	13	10	16	9	7	5	5	5	12
chr9	6262757	6263757	Amillepora20967	2	0	0	0	0	0	1	0	0	0	2	0	3	1	1	0	0	3	3	1	1	2	1	2
chr9	6364683	6365683	Amillepora20973	0	0	0	0	0	0	0	0	0	0	0	1	8	7	3	7	5	6	0	0	1	0	1	0
chr9	6314078	6315078	Amillepora20972	16	5	1	2	0	1	5	0	0	0	2	0	11	8	3	13	3	5	2	5	4	3	2	5
chr9	6282016	6283016	Amillepora20968	4	2	0	2	0	0	0	0	0	2	2	0	5	2	4	3	0	8	0	2	1	0	0	0
chr9	6379970	6380970	Amillepora20974	211	173	289	239	292	288	155	146	105	138	221	150	88	126	83	106	84	102	61	50	39	40	56	84
chr9	6433667	6434667	Amillepora20977	6	2	3	5	7	3	4	12	1	6	9	2	41	36	24	24	29	61	41	31	27	17	38	64
chr9	6406542	6407542	Amillepora20976	12	6	2	3	4	5	3	5	0	2	3	2	29	24	14	26	14	36	20	11	16	15	12	33
chr9	6449106	6450106	Amillepora20979	3	1	0	0	0	2	0	0	0	0	3	2	3	4	2	4	0	4	9	1	2	1	1	7
chr9	6475549	6476549	Amillepora20980	3	33	30	9	20	38	1	22	10	28	2	0	34	39	28	24	30	30	31	26	24	30	18	42
chr9	6406339	6407339	Amillepora20975	10	6	2	3	4	5	3	5	0	2	3	2	30	24	17	27	15	35	19	13	18	16	13	36
chr9	6438769	6439769	Amillepora20978	99	57	49	58	59	49	65	77	53	69	112	67	99	124	82	79	60	101	68	47	50	48	45	90
chr9	6557789	6558789	Amillepora20988	19	11	11	5	13	16	16	12	10	9	8	18	12	10	12	11	9	11	17	5	9	15	9	16
chr9	6514081	6515081	Amillepora20982	1	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	1	0	2	0	1	0	0
chr9	6488329	6489329	Amillepora20981	11	0	0	0	0	3	9	0	0	0	2	0	12	4	2	4	3	2	6	1	0	3	9	9
chr9	6536483	6537483	Amillepora20985	6	2	0	0	0	0	3	4	0	0	2	0	4	1	0	0	0	0	3	2	0	0	1	0
chr9	6578918	6579918	Amillepora20989	9	3	1	0	0	1	3	0	0	2	3	5	8	8	5	11	8	7	23	6	6	9	7	21
