# Program:featureCounts v1.6.3; Command:"/work/02260/grovesd/stampede2/subread-1.6.3-source/bin/featureCounts" "-a" "/work/02260/grovesd/lonestar/Amil_Zach_Fullers_v2.00/Amil.coding.gff3" "-t" "gene" "-g" "ID" "-o" "rnaseq_gene_counts_DEDUPPED.txt" "-T" "64" "--primary" "L5-S1_S216_dupsRemoved.bam" "L5-S2_S217_dupsRemoved.bam" "L5-S3_S218_dupsRemoved.bam" "L5-T1_S222_dupsRemoved.bam" "L5-T2_S223_dupsRemoved.bam" "L5-T3_S224_dupsRemoved.bam" "N12-S1_S219_dupsRemoved.bam" "N12-S2_S220_dupsRemoved.bam" "N12-S3_S221_dupsRemoved.bam" "N12-T1_S225_dupsRemoved.bam" "N12-T2_S226_dupsRemoved.bam" "N12-T3_S227_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	L5-S1_S216_dupsRemoved.bam	L5-S2_S217_dupsRemoved.bam	L5-S3_S218_dupsRemoved.bam	L5-T1_S222_dupsRemoved.bam	L5-T2_S223_dupsRemoved.bam	L5-T3_S224_dupsRemoved.bam	N12-S1_S219_dupsRemoved.bam	N12-S2_S220_dupsRemoved.bam	N12-S3_S221_dupsRemoved.bam	N12-T1_S225_dupsRemoved.bam	N12-T2_S226_dupsRemoved.bam	N12-T3_S227_dupsRemoved.bam
Amillepora28128	Sc0000038	1222446	1223099	+	654	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28133	Sc0000038	1385788	1387914	-	2127	10	4	3	2	9	14	1	3	1	1	2	3
Amillepora28137	Sc0000038	1449247	1451243	+	1997	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28136	Sc0000038	1439491	1440785	+	1295	0	0	0	3	4	4	0	1	1	1	1	2
Amillepora28134	Sc0000038	1400212	1401396	+	1185	5	4	3	3	4	13	6	3	8	7	11	5
Amillepora28135	Sc0000038	1406783	1435145	+	28363	21	23	21	29	42	74	17	15	18	24	34	31
Amillepora28138	Sc0000038	1501035	1506850	+	5816	0	0	0	0	1	0	0	2	0	1	0	2
Amillepora28139	Sc0000038	1510377	1515696	-	5320	0	0	1	0	1	0	0	1	0	0	1	1
Amillepora28140	Sc0000038	1515746	1545192	-	29447	10	12	8	14	13	16	12	19	12	11	24	16
Amillepora28143	Sc0000038	1564612	1578301	+	13690	12	12	9	7	18	22	7	23	19	17	19	22
Amillepora28146	Sc0000038	1598519	1655168	+	56650	133	110	105	141	181	223	171	233	179	229	306	227
Amillepora28150	Sc0000038	1700289	1701743	+	1455	0	0	0	1	0	0	0	0	0	0	1	0
Amillepora28154	Sc0000038	1780648	1782915	-	2268	0	0	0	0	0	1	1	3	0	2	1	0
Amillepora28152	Sc0000038	1777950	1778219	-	270	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28153	Sc0000038	1778308	1780635	-	2328	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28155	Sc0000038	1786151	1786988	+	838	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28168	Sc0000038	1896405	1897988	+	1584	1	0	0	0	0	0	0	1	0	0	0	0
Amillepora28161	Sc0000038	1859063	1859929	+	867	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28169	Sc0000038	1898558	1899361	+	804	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28164	Sc0000038	1873192	1874036	+	845	0	0	0	0	1	0	0	0	1	0	1	0
Amillepora28167	Sc0000038	1893527	1896382	+	2856	0	1	1	1	0	0	0	0	0	0	2	0
Amillepora28157	Sc0000038	1831685	1843171	+	11487	7	8	2	4	7	6	2	4	2	6	4	8
Amillepora28165	Sc0000038	1876346	1877937	-	1592	1	3	3	3	1	2	0	0	2	1	1	2
Amillepora28160	Sc0000038	1852403	1858777	-	6375	4	1	4	3	2	7	5	3	2	3	2	5
Amillepora28163	Sc0000038	1863841	1872721	-	8881	2	2	2	1	3	5	1	1	1	2	7	2
Amillepora28159	Sc0000038	1848821	1849419	-	599	1	1	4	1	2	0	0	0	0	0	2	0
Amillepora28162	Sc0000038	1860211	1862932	+	2722	0	1	0	1	0	0	1	1	0	1	0	1
Amillepora28158	Sc0000038	1845273	1845991	-	719	1	0	0	0	0	2	0	1	0	0	0	0
Amillepora27879	Sc0000030	17277	17879	-	603	4	1	6	7	1	3	1	2	0	0	0	1
Amillepora27883	Sc0000030	45452	47631	-	2180	10	7	8	12	12	12	2	3	4	2	4	0
Amillepora27881	Sc0000030	23419	27161	-	3743	0	1	1	0	0	2	0	1	2	0	1	1
Amillepora27882	Sc0000030	30205	31232	-	1028	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora27892	Sc0000030	166630	169390	+	2761	1	2	1	0	1	2	0	0	0	0	0	1
Amillepora27887	Sc0000030	117234	126409	+	9176	7	12	11	14	11	17	27	33	37	43	43	37
Amillepora27891	Sc0000030	162770	165187	+	2418	0	0	0	0	1	0	0	0	0	0	1	0
Amillepora27890	Sc0000030	157836	159335	-	1500	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora27888	Sc0000030	140437	156161	-	15725	9	8	8	11	12	14	4	4	2	2	10	3
Amillepora27894	Sc0000030	234758	248073	+	13316	37	21	24	30	35	53	9	12	6	9	15	3
Amillepora27893	Sc0000030	189455	190116	+	662	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27900	Sc0000030	346006	346251	+	246	1	0	0	0	0	1	0	1	0	0	0	0
Amillepora27899	Sc0000030	319707	321386	+	1680	13	6	10	8	10	13	13	14	8	15	14	11
Amillepora27895	Sc0000030	277114	285763	+	8650	10	9	11	8	16	6	7	12	7	13	5	9
Amillepora27901	Sc0000030	379457	380886	-	1430	5	1	2	5	7	3	0	0	0	0	1	0
Amillepora27905	Sc0000030	422789	425803	+	3015	0	2	0	1	1	3	2	0	1	1	2	1
Amillepora27903	Sc0000030	397359	397826	+	468	0	0	0	0	0	0	1	1	0	0	1	1
Amillepora27911	Sc0000030	446385	447293	+	909	0	0	0	0	0	0	1	0	0	1	1	1
Amillepora27906	Sc0000030	428037	436703	+	8667	5	4	1	2	8	8	5	4	5	6	7	9
Amillepora27902	Sc0000030	392756	396748	+	3993	4	4	4	6	6	4	1	2	1	3	3	5
Amillepora27907	Sc0000030	438224	439304	-	1081	0	1	0	0	0	0	0	0	0	0	0	0
Amillepora27908	Sc0000030	439311	439541	-	231	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27904	Sc0000030	408616	413864	-	5249	5	12	5	7	8	14	5	4	6	5	3	6
Amillepora27909	Sc0000030	443715	444282	+	568	0	0	0	0	0	1	1	1	0	0	0	0
Amillepora27910	Sc0000030	444349	444946	+	598	0	0	0	0	1	0	0	1	0	0	0	1
Amillepora27916	Sc0000030	576765	577626	+	862	0	0	0	0	0	0	0	0	1	0	0	0
Amillepora27913	Sc0000030	499917	501287	-	1371	4	2	2	2	7	9	4	0	0	1	6	0
Amillepora27915	Sc0000030	555055	555385	-	331	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27920	Sc0000030	646733	653451	+	6719	70	56	56	73	79	101	64	77	47	79	83	77
Amillepora27918	Sc0000030	608247	619513	-	11267	26	23	31	32	39	37	23	33	21	27	33	28
Amillepora27919	Sc0000030	620602	637919	-	17318	56	40	44	47	54	66	50	50	49	59	60	52
Amillepora27921	Sc0000030	654739	685296	-	30558	160	127	133	163	181	184	158	166	166	189	173	189
Amillepora27917	Sc0000030	596386	597176	-	791	3	0	2	1	3	2	2	6	3	4	0	4
Amillepora27931	Sc0000030	766777	770719	+	3943	5	3	1	3	3	4	2	5	2	3	4	5
Amillepora27926	Sc0000030	733112	735255	+	2144	5	1	4	7	11	10	4	3	3	3	3	7
Amillepora27925	Sc0000030	710343	729454	+	19112	245	177	193	262	230	236	222	236	161	234	201	207
Amillepora27927	Sc0000030	739363	763589	+	24227	22	20	28	21	27	47	39	47	21	26	52	38
Amillepora27933	Sc0000030	772018	773001	+	984	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27934	Sc0000030	778011	778541	+	531	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27929	Sc0000030	763961	766217	-	2257	91	53	71	83	81	84	75	72	60	62	69	66
Amillepora27923	Sc0000030	690376	694620	-	4245	28	16	25	21	20	23	22	22	20	20	19	24
Amillepora27924	Sc0000030	698515	702871	-	4357	14	13	16	21	21	27	10	18	17	18	17	21
Amillepora27932	Sc0000030	767198	774861	-	7664	15	7	8	16	16	11	15	17	7	14	11	12
Amillepora27939	Sc0000030	851483	881823	+	30341	181	137	123	191	227	257	115	155	153	134	162	156
Amillepora27936	Sc0000030	801026	801637	-	612	13	11	10	8	19	17	18	17	15	21	18	18
Amillepora27937	Sc0000030	804012	847796	-	43785	83	58	64	79	102	98	60	69	73	88	123	93
Amillepora27935	Sc0000030	780936	797857	-	16922	195	139	168	199	215	171	153	160	141	160	155	194
Amillepora27942	Sc0000030	911248	913144	+	1897	7	8	9	4	6	12	16	12	8	11	8	12
Amillepora27949	Sc0000030	963389	972275	+	8887	40	34	34	41	45	70	20	39	35	48	52	50
Amillepora27943	Sc0000030	913961	919437	+	5477	45	25	36	37	38	58	60	53	40	44	43	39
Amillepora27944	Sc0000030	926569	932234	+	5666	3	5	2	7	4	8	5	9	2	7	8	10
Amillepora27945	Sc0000030	942907	947204	+	4298	8	5	4	2	7	3	1	8	3	5	2	6
Amillepora27946	Sc0000030	947180	952992	-	5813	13	7	9	6	9	15	2	7	6	5	6	8
Amillepora27948	Sc0000030	954216	963169	-	8954	13	2	9	7	10	14	11	10	9	14	10	13
Amillepora27941	Sc0000030	883109	895201	-	12093	18	11	13	11	17	18	7	6	3	5	4	11
Amillepora27954	Sc0000030	1035525	1037094	+	1570	7	0	1	4	2	2	3	2	2	0	1	4
Amillepora27955	Sc0000030	1038461	1045880	+	7420	28	22	25	33	25	41	30	35	22	33	23	23
Amillepora27956	Sc0000030	1052934	1057800	+	4867	4	2	4	8	10	5	1	3	3	2	3	3
Amillepora27957	Sc0000030	1069795	1075569	-	5775	13	10	8	11	8	6	11	7	7	5	6	8
Amillepora27953	Sc0000030	1002802	1014328	-	11527	6	8	8	9	6	7	6	5	4	4	0	3
Amillepora27951	Sc0000030	981281	996615	-	15335	3	7	4	6	7	5	2	4	2	1	1	2
Amillepora27959	Sc0000030	1076600	1086850	-	10251	12	14	16	15	13	18	7	12	9	16	15	14
Amillepora27950	Sc0000030	975688	979995	-	4308	15	10	9	14	9	12	9	2	3	2	4	5
Amillepora27960	Sc0000030	1087066	1096857	+	9792	52	44	43	49	60	71	52	43	40	58	70	57
Amillepora27970	Sc0000030	1184824	1188470	-	3647	4	0	1	3	1	2	4	5	3	5	5	11
Amillepora27968	Sc0000030	1167171	1168626	-	1456	8	7	4	8	8	13	6	8	2	2	5	7
Amillepora27962	Sc0000030	1106614	1108354	-	1741	1	0	0	2	0	0	0	0	0	0	1	0
Amillepora27964	Sc0000030	1124110	1129653	-	5544	24	28	22	28	34	43	14	20	11	19	27	18
Amillepora27965	Sc0000030	1138136	1140613	-	2478	0	0	0	0	0	2	1	0	0	0	0	0
Amillepora27963	Sc0000030	1108357	1112651	-	4295	2	1	1	4	1	4	0	1	1	2	0	1
Amillepora27966	Sc0000030	1144579	1145652	-	1074	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27967	Sc0000030	1151463	1153904	-	2442	3	0	1	2	1	0	0	0	0	0	0	1
Amillepora27961	Sc0000030	1100341	1102734	-	2394	1	1	3	5	0	10	3	4	3	2	4	3
Amillepora27990	Sc0000030	1421906	1424696	+	2791	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27988	Sc0000030	1398704	1401079	-	2376	3	3	0	0	3	1	2	5	1	2	1	1
Amillepora27973	Sc0000030	1237982	1240991	-	3010	2	2	3	2	4	3	4	3	3	6	2	2
Amillepora27989	Sc0000030	1414800	1416094	-	1295	1	1	0	0	4	2	1	0	1	0	1	0
Amillepora27979	Sc0000030	1279781	1282252	-	2472	3	1	1	2	1	3	0	0	0	0	0	0
Amillepora27975	Sc0000030	1262114	1263301	-	1188	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27983	Sc0000030	1343242	1344692	-	1451	3	5	5	1	5	7	4	6	2	8	10	6
Amillepora27985	Sc0000030	1359272	1360623	-	1352	1	1	2	2	6	5	1	2	3	0	3	0
Amillepora27972	Sc0000030	1220325	1233978	-	13654	7	5	5	5	4	16	7	9	4	7	9	3
Amillepora27986	Sc0000030	1374089	1375733	-	1645	3	0	0	2	2	3	0	1	0	0	0	1
Amillepora27981	Sc0000030	1292590	1304763	-	12174	4	3	0	2	4	2	2	1	3	3	5	1
Amillepora27982	Sc0000030	1317018	1321578	-	4561	1	1	2	3	1	0	0	0	1	0	2	0
Amillepora27984	Sc0000030	1349095	1350835	-	1741	2	0	0	0	3	0	0	0	0	0	0	0
Amillepora27978	Sc0000030	1275964	1277172	-	1209	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27976	Sc0000030	1266432	1267956	-	1525	3	3	0	0	5	2	0	1	0	0	0	1
Amillepora27987	Sc0000030	1385154	1394289	-	9136	8	7	8	8	8	7	13	5	10	8	11	8
Amillepora27971	Sc0000030	1209383	1212295	-	2913	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27977	Sc0000030	1270714	1273161	-	2448	0	2	2	1	1	3	4	2	2	2	4	1
Amillepora27980	Sc0000030	1282780	1285761	-	2982	2	1	0	1	2	0	0	0	1	1	2	3
Amillepora27974	Sc0000030	1245730	1246416	-	687	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28030	Sc0000030	1551224	1560849	+	9626	55	30	34	44	47	48	58	72	49	66	64	57
Amillepora27994	Sc0000030	1511116	1518806	-	7691	33	24	34	32	43	42	32	38	46	48	43	44
Amillepora28029	Sc0000030	1541466	1550672	-	9207	68	33	37	62	58	81	45	73	38	63	50	54
Amillepora27995	Sc0000030	1519901	1536395	-	16495	13	15	10	15	22	33	17	15	14	7	11	15
Amillepora27993	Sc0000030	1458482	1505570	-	47089	65	53	64	91	74	79	58	74	54	69	78	59
Amillepora27991	Sc0000030	1445287	1447656	-	2370	9	16	23	17	21	23	3	5	5	5	1	2
Amillepora27992	Sc0000030	1448988	1455769	-	6782	4	1	2	2	3	6	1	6	5	7	2	5
Amillepora28032	Sc0000030	1617432	1629897	+	12466	2	2	1	4	3	8	1	3	3	4	5	2
Amillepora28031	Sc0000030	1561765	1592831	-	31067	109	60	47	81	115	111	57	61	57	70	90	84
Amillepora28036	Sc0000030	1872710	1876885	+	4176	1	1	2	1	2	7	0	1	0	0	2	1
Amillepora28034	Sc0000030	1856245	1860304	+	4060	0	1	0	1	0	0	0	1	0	0	0	0
Amillepora28037	Sc0000030	1881982	1885915	-	3934	1	0	0	1	2	2	1	2	2	0	0	2
Amillepora28035	Sc0000030	1862728	1863513	-	786	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28043	Sc0000030	1953002	1953973	+	972	8	3	3	4	8	5	29	22	23	34	23	22
Amillepora28041	Sc0000030	1933249	1937156	+	3908	14	8	9	16	8	20	19	15	17	15	12	14
Amillepora28046	Sc0000030	1993872	2014579	+	20708	84	50	58	92	90	86	97	82	88	72	93	90
Amillepora28038	Sc0000030	1916717	1921281	+	4565	13	13	13	15	17	22	21	16	9	18	20	21
Amillepora28044	Sc0000030	1967009	1975614	+	8606	41	46	34	52	53	56	50	49	50	36	34	46
Amillepora28040	Sc0000030	1923709	1924675	+	967	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora28039	Sc0000030	1923498	1926290	-	2793	2	6	3	8	10	5	3	4	2	4	4	3
Amillepora28045	Sc0000030	1974489	1993686	-	19198	54	36	31	39	40	48	53	46	43	42	43	37
Amillepora27584	Sc0000015	135754	143513	+	7760	23	12	16	20	21	26	16	25	20	14	35	22
Amillepora27585	Sc0000015	164075	169753	-	5679	4	3	5	1	5	6	2	2	5	3	1	2
Amillepora27583	Sc0000015	127316	128632	-	1317	0	0	0	2	0	0	2	5	6	2	7	4
Amillepora27587	Sc0000015	188964	192716	-	3753	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora27595	Sc0000015	268150	273299	-	5150	16	12	12	16	27	12	1	0	0	0	0	0
Amillepora27586	Sc0000015	187208	188861	-	1654	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27589	Sc0000015	239744	240572	-	829	1	0	1	1	0	1	0	1	0	2	0	1
Amillepora27592	Sc0000015	253669	260036	-	6368	41	33	24	28	40	58	8	3	1	3	4	9
Amillepora27591	Sc0000015	244237	252689	-	8453	19	18	17	18	25	16	4	0	1	3	3	2
Amillepora27590	Sc0000015	242193	242838	-	646	0	7	5	5	8	14	0	2	0	0	3	1
Amillepora27604	Sc0000015	365907	370266	+	4360	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27600	Sc0000015	336624	345981	+	9358	3	3	4	6	3	3	3	6	1	4	6	4
Amillepora27601	Sc0000015	348251	350356	-	2106	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27597	Sc0000015	290051	292249	-	2199	0	1	0	0	2	2	0	0	0	0	1	0
Amillepora27602	Sc0000015	359337	377626	-	18290	27	21	30	41	40	54	14	20	19	21	30	22
Amillepora27598	Sc0000015	325952	331205	-	5254	1	1	4	4	6	2	1	1	3	2	1	4
Amillepora27596	Sc0000015	289616	289990	-	375	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27599	Sc0000015	331212	336469	-	5258	8	3	1	8	4	3	1	3	1	4	1	6
Amillepora27607	Sc0000015	433511	436464	-	2954	7	7	3	7	9	18	3	6	3	9	8	6
Amillepora27606	Sc0000015	428912	431494	-	2583	1	1	0	0	4	1	3	3	0	0	0	2
Amillepora27605	Sc0000015	402371	413812	-	11442	20	12	12	19	28	40	14	35	20	30	43	32
Amillepora27613	Sc0000015	522161	525867	+	3707	0	0	0	0	1	0	0	1	1	0	1	0
Amillepora27612	Sc0000015	516845	519602	+	2758	0	0	1	1	1	0	0	1	0	0	0	0
Amillepora27611	Sc0000015	508283	513866	+	5584	2	3	1	2	8	7	8	10	6	14	14	9
Amillepora27614	Sc0000015	536893	555784	-	18892	80	69	72	95	90	119	69	57	64	56	64	74
Amillepora27609	Sc0000015	483994	494721	-	10728	10	5	9	14	15	12	7	9	7	6	7	9
Amillepora27615	Sc0000015	571207	574392	-	3186	0	1	1	0	1	1	1	1	2	5	5	3
Amillepora27618	Sc0000015	595670	607741	+	12072	7	9	10	11	11	18	10	5	3	9	10	8
Amillepora27620	Sc0000015	659875	668980	+	9106	11	9	16	7	25	16	6	14	13	11	23	10
Amillepora27621	Sc0000015	672604	680144	+	7541	2	2	0	1	1	2	1	1	1	2	2	2
Amillepora27617	Sc0000015	587929	590017	-	2089	6	2	0	4	7	9	3	2	3	2	6	0
Amillepora27619	Sc0000015	631820	649934	-	18115	24	35	39	23	45	37	24	34	20	26	42	33
Amillepora27622	Sc0000015	690343	691380	+	1038	0	0	0	0	0	0	0	0	0	1	0	0
Amillepora27624	Sc0000015	731169	732906	+	1738	1	3	0	0	6	5	0	0	1	1	2	3
Amillepora27625	Sc0000015	741375	758634	-	17260	3	1	2	4	2	8	4	1	2	4	8	3
Amillepora27623	Sc0000015	696487	703661	-	7175	53	36	44	35	45	70	13	18	12	18	20	15
Amillepora27630	Sc0000015	834708	836894	+	2187	5	1	7	6	3	6	0	0	0	0	0	0
Amillepora27628	Sc0000015	781085	801928	+	20844	8	3	6	12	6	7	12	8	10	9	12	11
Amillepora27626	Sc0000015	763189	764737	+	1549	1	0	2	2	3	2	1	4	1	2	4	1
Amillepora27632	Sc0000015	836704	839969	-	3266	8	6	11	7	5	12	1	3	3	4	6	1
Amillepora27634	Sc0000015	868208	888392	-	20185	192	153	172	193	183	199	175	208	178	178	177	207
Amillepora27627	Sc0000015	769185	780157	-	10973	1	0	0	0	0	1	1	4	5	3	2	6
Amillepora27629	Sc0000015	821987	823068	-	1082	0	1	0	0	1	0	0	1	2	0	6	1
Amillepora27642	Sc0000015	938518	941182	+	2665	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora27643	Sc0000015	944720	946165	+	1446	0	0	0	0	0	0	0	1	0	0	0	2
Amillepora27637	Sc0000015	906744	909158	+	2415	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27644	Sc0000015	947602	954630	+	7029	11	10	14	6	17	28	12	14	10	16	24	24
Amillepora27635	Sc0000015	902456	903481	-	1026	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27640	Sc0000015	922209	923504	-	1296	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27636	Sc0000015	903484	912834	-	9351	12	4	8	6	11	9	14	20	23	14	28	17
Amillepora27641	Sc0000015	924100	926254	-	2155	0	0	1	0	0	0	0	0	0	0	0	0
Amillepora27639	Sc0000015	913899	914575	+	677	5	2	4	5	3	2	2	0	2	0	1	2
Amillepora27650	Sc0000015	1011989	1019460	+	7472	9	5	5	2	6	6	3	3	1	5	1	2
Amillepora27656	Sc0000015	1064143	1076137	+	11995	14	17	15	12	17	27	5	23	15	23	16	16
Amillepora27653	Sc0000015	1026047	1028786	+	2740	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora27654	Sc0000015	1028850	1030009	+	1160	0	0	0	1	0	0	1	3	3	1	2	0
Amillepora27652	Sc0000015	1025340	1025741	+	402	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27655	Sc0000015	1039754	1055264	+	15511	27	22	20	22	31	48	13	25	24	24	36	19
Amillepora27658	Sc0000015	1080292	1083181	+	2890	3	2	3	5	8	9	3	5	3	4	4	5
Amillepora27648	Sc0000015	989225	993693	-	4469	0	0	0	0	0	0	0	1	2	3	2	2
Amillepora27657	Sc0000015	1076391	1080128	+	3738	2	0	0	1	0	1	0	0	0	1	3	1
Amillepora27651	Sc0000015	1024443	1025290	+	848	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora27649	Sc0000015	1005882	1008820	+	2939	0	0	0	2	2	0	0	1	1	0	3	0
Amillepora27662	Sc0000015	1103284	1148449	+	45166	67	48	36	37	65	67	42	45	32	42	43	45
Amillepora27659	Sc0000015	1087404	1089039	+	1636	0	0	1	1	2	1	0	1	1	2	0	1
Amillepora27661	Sc0000015	1092620	1094874	-	2255	6	7	2	7	16	17	8	12	10	10	20	9
Amillepora27664	Sc0000015	1159291	1160805	-	1515	4	3	1	1	6	7	3	4	4	2	1	0
Amillepora27663	Sc0000015	1150631	1152505	-	1875	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27660	Sc0000015	1089045	1091874	+	2830	6	1	5	6	7	11	8	4	6	6	12	13
Amillepora27670	Sc0000015	1242045	1243778	+	1734	0	1	0	0	1	0	0	0	1	1	0	2
Amillepora27666	Sc0000015	1202441	1204353	+	1913	23	20	12	10	21	19	21	20	19	18	15	27
Amillepora27668	Sc0000015	1234096	1234407	+	312	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27667	Sc0000015	1223101	1225115	+	2015	6	4	2	7	1	3	6	7	11	9	19	16
Amillepora27669	Sc0000015	1234515	1237139	+	2625	1	1	0	1	0	2	2	5	5	4	5	4
Amillepora27665	Sc0000015	1187841	1189394	-	1554	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27678	Sc0000015	1378524	1379420	+	897	1	0	1	0	0	0	0	0	0	0	0	0
Amillepora27672	Sc0000015	1276310	1282842	-	6533	6	6	5	5	4	9	8	11	6	12	8	6
Amillepora27673	Sc0000015	1288426	1291513	-	3088	6	2	0	2	4	3	0	1	0	1	0	2
Amillepora27675	Sc0000015	1321447	1321824	-	378	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27677	Sc0000015	1364670	1365821	-	1152	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27671	Sc0000015	1257115	1265810	-	8696	1	1	3	0	2	4	1	0	0	1	0	1
Amillepora27676	Sc0000015	1328281	1329764	-	1484	3	1	0	1	9	0	5	1	1	1	2	4
Amillepora27682	Sc0000015	1414151	1415668	+	1518	0	0	0	0	0	0	0	0	1	0	0	1
Amillepora27684	Sc0000015	1442968	1444059	+	1092	8	14	11	10	13	12	15	22	24	17	34	23
Amillepora27683	Sc0000015	1439219	1442042	+	2824	0	0	0	0	0	0	2	0	0	0	0	0
Amillepora27691	Sc0000015	1537389	1538912	+	1524	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27685	Sc0000015	1493279	1493980	+	702	2	1	0	0	2	0	0	0	1	1	1	1
Amillepora27686	Sc0000015	1507319	1511042	+	3724	1	1	0	1	1	1	1	1	1	1	1	1
Amillepora27688	Sc0000015	1518929	1521840	-	2912	0	2	2	5	1	3	1	2	4	2	4	3
Amillepora27687	Sc0000015	1511745	1518907	-	7163	3	2	7	8	13	11	4	2	5	3	13	6
Amillepora27689	Sc0000015	1525307	1530740	-	5434	14	5	4	9	12	18	8	10	7	7	4	7
Amillepora27694	Sc0000015	1619017	1620375	+	1359	7	5	2	10	10	5	1	3	4	1	2	4
Amillepora27692	Sc0000015	1552610	1594056	+	41447	226	173	212	261	261	299	213	229	199	211	231	217
Amillepora27698	Sc0000015	1665355	1672865	+	7511	11	11	12	13	21	16	6	5	9	7	11	7
Amillepora27695	Sc0000015	1641739	1642170	+	432	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27697	Sc0000015	1660617	1661597	-	981	4	1	0	1	4	4	3	3	1	4	5	3
Amillepora27693	Sc0000015	1560703	1579088	-	18386	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27708	Sc0000015	1782746	1785394	+	2649	3	1	2	2	3	4	5	3	2	1	3	5
Amillepora27707	Sc0000015	1778909	1780751	+	1843	0	0	0	0	2	2	1	1	0	2	1	0
Amillepora27705	Sc0000015	1745432	1752822	+	7391	17	9	16	16	20	28	7	7	5	3	10	7
Amillepora27703	Sc0000015	1716649	1721905	+	5257	7	0	5	4	9	3	0	5	2	4	4	7
Amillepora27704	Sc0000015	1740318	1741031	-	714	3	0	4	1	2	3	2	1	0	2	0	2
Amillepora27700	Sc0000015	1706168	1706458	-	291	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27706	Sc0000015	1759077	1759610	-	534	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27702	Sc0000015	1709309	1710192	-	884	1	0	2	1	0	4	1	2	0	2	0	1
Amillepora27714	Sc0000015	1843359	1847902	+	4544	5	2	2	3	5	2	0	0	0	0	0	0
Amillepora27717	Sc0000015	1875202	1879747	+	4546	6	2	0	4	3	6	3	5	2	8	7	4
Amillepora27710	Sc0000015	1808873	1817606	+	8734	9	8	9	6	12	11	2	3	0	2	4	3
Amillepora27709	Sc0000015	1788080	1793529	-	5450	0	1	0	1	2	1	0	4	1	1	4	3
Amillepora27712	Sc0000015	1817966	1818800	-	835	0	1	0	0	0	0	0	0	0	0	0	0
Amillepora27713	Sc0000015	1825078	1829918	-	4841	1	1	1	2	1	0	1	0	1	5	3	3
Amillepora27723	Sc0000015	1955207	1963914	+	8708	13	7	5	11	12	19	4	6	5	7	9	10
Amillepora27724	Sc0000015	1969750	1984655	+	14906	64	45	61	67	83	119	28	35	33	41	59	62
Amillepora27720	Sc0000015	1917994	1932279	+	14286	1	3	1	3	5	2	2	3	6	4	5	7
Amillepora27722	Sc0000015	1945556	1945979	+	424	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27718	Sc0000015	1883808	1888725	-	4918	15	16	11	13	29	25	12	15	18	21	16	14
Amillepora27716	Sc0000015	1858404	1858733	-	330	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora27719	Sc0000015	1902215	1902697	-	483	0	0	0	0	0	0	0	0	0	0	2	0
Amillepora27721	Sc0000015	1931690	1936419	-	4730	2	0	1	0	0	3	2	2	8	6	1	5
