chr	feature	start	stop	strand	featureID	parentID
xpSc0000522	mRNA	600281	607523	+	Amillepora31397-RA	Amillepora31397
xpSc0000522	mRNA	594484	595794	+	Amillepora31394-RA	Amillepora31394
xpSc0000522	mRNA	743591	745698	+	Amillepora31407-RA	Amillepora31407
xpSc0000522	mRNA	595831	597027	+	Amillepora31395-RA	Amillepora31395
xpSc0000522	mRNA	597121	599064	+	Amillepora31396-RA	Amillepora31396
xpSc0000522	mRNA	662173	665933	-	Amillepora31400-RA	Amillepora31400
xpSc0000522	mRNA	721055	727884	-	Amillepora31404-RA	Amillepora31404
xfSc0000422	mRNA	529	1465	+	Amillepora38190-RA	Amillepora38190
xfSc0000422	mRNA	1489	6027	+	Amillepora38191-RA	Amillepora38191
xfSc0000220	mRNA	68707	71742	+	Amillepora36756-RA	Amillepora36756
xfSc0000220	mRNA	66448	68670	+	Amillepora36755-RA	Amillepora36755
xfSc0000220	mRNA	58290	60303	-	Amillepora36754-RA	Amillepora36754
xfSc0000220	mRNA	87125	89772	-	Amillepora36757-RA	Amillepora36757
xfSc0000344	mRNA	7349	17193	-	Amillepora37958-RA	Amillepora37958
xpSc0000528	mRNA	4952	6538	+	Amillepora31628-RA	Amillepora31628
xpSc0000528	mRNA	64945	70155	+	Amillepora31629-RA	Amillepora31629
xpSc0000528	mRNA	71973	76152	+	Amillepora31630-RA	Amillepora31630
xpSc0000528	mRNA	139717	141048	+	Amillepora31634-RA	Amillepora31634
xpSc0000528	mRNA	137053	138336	+	Amillepora31633-RA	Amillepora31633
xpSc0000528	mRNA	177125	181092	+	Amillepora31636-RA	Amillepora31636
xpSc0000528	mRNA	183884	184351	-	Amillepora31637-RA	Amillepora31637
xpSc0000528	mRNA	81573	98767	-	Amillepora31631-RA	Amillepora31631
xpSc0000528	mRNA	103086	118289	-	Amillepora31632-RA	Amillepora31632
xpSc0000528	mRNA	202997	205661	+	Amillepora31640-RA	Amillepora31640
xpSc0000528	mRNA	211525	213257	+	Amillepora31642-RA	Amillepora31642
xpSc0000528	mRNA	222239	227550	+	Amillepora31643-RA	Amillepora31643
xpSc0000528	mRNA	200046	202907	+	Amillepora31639-RA	Amillepora31639
xpSc0000528	mRNA	229372	237581	+	Amillepora31644-RA	Amillepora31644
xpSc0000528	mRNA	239161	253184	-	Amillepora31645-RA	Amillepora31645
xpSc0000528	mRNA	256596	269545	-	Amillepora31646-RA	Amillepora31646
xpSc0000528	mRNA	207097	215643	-	Amillepora31641-RA	Amillepora31641
xpSc0000528	mRNA	317363	329692	+	Amillepora31650-RA	Amillepora31650
xpSc0000528	mRNA	292962	309310	+	Amillepora31649-RA	Amillepora31649
xpSc0000528	mRNA	331305	351984	+	Amillepora31653-RA	Amillepora31653
xpSc0000528	mRNA	376468	378105	-	Amillepora31658-RA	Amillepora31658
xpSc0000528	mRNA	328466	331050	-	Amillepora31652-RA	Amillepora31652
xpSc0000528	mRNA	362268	373552	-	Amillepora31656-RA	Amillepora31656
xpSc0000528	mRNA	274156	282298	-	Amillepora31647-RA	Amillepora31647
xpSc0000528	mRNA	283404	286175	-	Amillepora31648-RA	Amillepora31648
xpSc0000528	mRNA	359377	361059	-	Amillepora31655-RA	Amillepora31655
xpSc0000528	mRNA	354998	356317	+	Amillepora31654-RA	Amillepora31654
xpSc0000528	mRNA	440750	447585	+	Amillepora31663-RA	Amillepora31663
xpSc0000528	mRNA	419127	438921	+	Amillepora31662-RA	Amillepora31662
xpSc0000528	mRNA	452566	456597	+	Amillepora31665-RA	Amillepora31665
xpSc0000528	mRNA	390472	400877	+	Amillepora31660-RA	Amillepora31660
xpSc0000528	mRNA	459786	460892	+	Amillepora31666-RA	Amillepora31666
xpSc0000528	mRNA	403690	412463	+	Amillepora31661-RA	Amillepora31661
xpSc0000528	mRNA	373030	390020	+	Amillepora31657-RA	Amillepora31657
xpSc0000528	mRNA	448642	451790	-	Amillepora31664-RA	Amillepora31664
xpSc0000528	mRNA	517061	518920	+	Amillepora31672-RA	Amillepora31672
xpSc0000528	mRNA	489601	491614	+	Amillepora31667-RA	Amillepora31667
xpSc0000528	mRNA	537090	574143	+	Amillepora31674-RA	Amillepora31674
xpSc0000528	mRNA	647416	662057	+	Amillepora31682-RA	Amillepora31682
xpSc0000528	mRNA	508666	513524	+	Amillepora31670-RA	Amillepora31670
xpSc0000528	mRNA	592855	615386	+	Amillepora31676-RA	Amillepora31676
xpSc0000528	mRNA	505445	508274	+	Amillepora31669-RA	Amillepora31669
xpSc0000528	mRNA	574833	580969	-	Amillepora31675-RA	Amillepora31675
xpSc0000528	mRNA	498112	503543	-	Amillepora31668-RA	Amillepora31668
xpSc0000528	mRNA	524499	536989	-	Amillepora31673-RA	Amillepora31673
xfSc0000436	mRNA	191	2807	-	Amillepora38207-RA	Amillepora38207
xfSc0000362	mRNA	8727	10299	-	Amillepora38011-RA	Amillepora38011
xfSc0000305	mRNA	9198	11180	+	Amillepora37788-RA	Amillepora37788
xfSc0000305	mRNA	28543	29974	-	Amillepora37790-RA	Amillepora37790
xfSc0000305	mRNA	30110	31149	-	Amillepora37791-RA	Amillepora37791
xfSc0000305	mRNA	25308	28467	-	Amillepora37789-RA	Amillepora37789
xfSc0000143	mRNA	40385	40726	-	Amillepora34595-RA	Amillepora34595
xfSc0000143	mRNA	58095	60349	+	Amillepora34596-RA	Amillepora34596
xfSc0000143	mRNA	200728	204113	+	Amillepora34603-RA	Amillepora34603
xfSc0000143	mRNA	189473	190650	+	Amillepora34601-RA	Amillepora34601
xfSc0000143	mRNA	135554	136132	+	Amillepora34598-RA	Amillepora34598
xfSc0000143	mRNA	206765	212236	+	Amillepora34604-RA	Amillepora34604
xfSc0000143	mRNA	143294	147338	-	Amillepora34599-RA	Amillepora34599
xfSc0000143	mRNA	214390	215266	-	Amillepora34605-RA	Amillepora34605
xfSc0000143	mRNA	183393	184803	-	Amillepora34600-RA	Amillepora34600
xfSc0000143	mRNA	190936	191935	+	Amillepora34602-RA	Amillepora34602
xfSc0000210	mRNA	57613	58767	+	Amillepora36502-RA	Amillepora36502
xfSc0000210	mRNA	35204	39104	+	Amillepora36500-RA	Amillepora36500
xfSc0000210	mRNA	69540	78724	+	Amillepora36504-RA	Amillepora36504
xfSc0000210	mRNA	98741	102597	+	Amillepora36507-RA	Amillepora36507
xfSc0000210	mRNA	16613	18076	+	Amillepora36498-RA	Amillepora36498
xfSc0000210	mRNA	59693	62768	-	Amillepora36503-RA	Amillepora36503
xfSc0000210	mRNA	52804	53723	-	Amillepora36501-RA	Amillepora36501
xfSc0000269	mRNA	24602	28768	-	Amillepora37419-RA	Amillepora37419
xfSc0000269	mRNA	29196	29501	-	Amillepora37420-RA	Amillepora37420
xfSc0000229	mRNA	75584	94800	+	Amillepora36987-RA	Amillepora36987
xfSc0000229	mRNA	57691	64203	+	Amillepora36984-RA	Amillepora36984
xfSc0000229	mRNA	67031	68775	-	Amillepora36985-RA	Amillepora36985
xfSc0000229	mRNA	38841	40109	-	Amillepora36983-RA	Amillepora36983
xfSc0000229	mRNA	34402	38696	-	Amillepora36982-RA	Amillepora36982
xfSc0000229	mRNA	68849	71827	-	Amillepora36986-RA	Amillepora36986
xfSc0000258	mRNA	27323	30787	-	Amillepora37290-RA	Amillepora37290
xfSc0000258	mRNA	1602	27236	-	Amillepora37285-RA	Amillepora37285
xfSc0000326	mRNA	5105	8965	+	Amillepora37841-RA	Amillepora37841
xfSc0000326	mRNA	9051	9801	+	Amillepora37842-RA	Amillepora37842
xfSc0000326	mRNA	9802	10070	+	Amillepora37843-RA	Amillepora37843
xfSc0000450	mRNA	240	3475	-	Amillepora38223-RA	Amillepora38223
xfSc0000190	mRNA	56389	61942	+	Amillepora36066-RA	Amillepora36066
xfSc0000190	mRNA	89668	94247	+	Amillepora36069-RA	Amillepora36069
xfSc0000190	mRNA	51457	52182	+	Amillepora36065-RA	Amillepora36065
xfSc0000190	mRNA	80407	81614	+	Amillepora36068-RA	Amillepora36068
xfSc0000190	mRNA	48260	48869	+	Amillepora36062-RA	Amillepora36062
xfSc0000190	mRNA	50231	51340	+	Amillepora36064-RA	Amillepora36064
xfSc0000190	mRNA	147883	150729	+	Amillepora36072-RA	Amillepora36072
xfSc0000190	mRNA	48901	49230	+	Amillepora36063-RA	Amillepora36063
xfSc0000190	mRNA	63684	64955	-	Amillepora36067-RA	Amillepora36067
xfSc0000190	mRNA	117717	119639	-	Amillepora36071-RA	Amillepora36071
xfSc0000190	mRNA	37460	40491	-	Amillepora36061-RA	Amillepora36061
xfSc0000190	mRNA	96340	97118	-	Amillepora36070-RA	Amillepora36070
xfSc0000238	mRNA	76942	79401	+	Amillepora37092-RA	Amillepora37092
xfSc0000238	mRNA	63	22148	+	Amillepora37088-RA	Amillepora37088
xfSc0000238	mRNA	22331	43440	+	Amillepora37089-RA	Amillepora37089
xfSc0000238	mRNA	23500	24446	-	Amillepora37090-RA	Amillepora37090
xfSc0000238	mRNA	75401	76771	+	Amillepora37091-RA	Amillepora37091
xfSc0000369	mRNA	3446	5408	+	Amillepora38046-RA	Amillepora38046
xfSc0000369	mRNA	5424	6915	+	Amillepora38047-RA	Amillepora38047
xfSc0000328	mRNA	24122	29233	-	Amillepora37848-RA	Amillepora37848
xfSc0000328	mRNA	15219	24071	-	Amillepora37847-RA	Amillepora37847
xfSc0000332	mRNA	26382	29056	+	Amillepora37873-RA	Amillepora37873
xfSc0000332	mRNA	20009	25953	+	Amillepora37871-RA	Amillepora37871
xfSc0000429	mRNA	4	489	-	Amillepora38195-RA	Amillepora38195
xfSc0000226	mRNA	22469	23910	+	Amillepora36949-RA	Amillepora36949
xfSc0000398	mRNA	1946	3439	+	Amillepora38137-RA	Amillepora38137
xfSc0000243	mRNA	44722	48004	+	Amillepora37142-RA	Amillepora37142
xfSc0000243	mRNA	57291	58343	+	Amillepora37144-RA	Amillepora37144
xfSc0000243	mRNA	34464	35516	+	Amillepora37140-RA	Amillepora37140
xfSc0000243	mRNA	53415	53984	+	Amillepora37143-RA	Amillepora37143
xfSc0000243	mRNA	6846	10149	-	Amillepora37138-RA	Amillepora37138
xfSc0000243	mRNA	21112	30269	-	Amillepora37139-RA	Amillepora37139
xfSc0000243	mRNA	42125	42651	+	Amillepora37141-RA	Amillepora37141
xfSc0000225	mRNA	4121	7655	-	Amillepora36926-RA	Amillepora36926
xfSc0000225	mRNA	86158	103987	-	Amillepora36929-RA	Amillepora36929
xfSc0000182	mRNA	41254	47646	+	Amillepora35817-RA	Amillepora35817
xfSc0000182	mRNA	29801	30112	+	Amillepora35816-RA	Amillepora35816
xfSc0000182	mRNA	95465	176602	+	Amillepora35819-RA	Amillepora35819
xfSc0000182	mRNA	17009	18755	-	Amillepora35814-RA	Amillepora35814
xfSc0000182	mRNA	11006	11293	-	Amillepora35813-RA	Amillepora35813
xfSc0000182	mRNA	181460	181747	-	Amillepora35823-RA	Amillepora35823
xfSc0000182	mRNA	23331	23765	-	Amillepora35815-RA	Amillepora35815
xfSc0000182	mRNA	95230	107009	-	Amillepora35818-RA	Amillepora35818
xfSc0000214	mRNA	74160	76865	+	Amillepora36678-RA	Amillepora36678
xfSc0000214	mRNA	40989	42960	+	Amillepora36675-RA	Amillepora36675
xfSc0000214	mRNA	52818	58834	+	Amillepora36677-RA	Amillepora36677
xfSc0000214	mRNA	22532	23812	+	Amillepora36672-RA	Amillepora36672
xfSc0000214	mRNA	13710	16504	+	Amillepora36671-RA	Amillepora36671
xfSc0000214	mRNA	84814	85614	+	Amillepora36679-RA	Amillepora36679
xfSc0000214	mRNA	93812	94612	+	Amillepora36682-RA	Amillepora36682
xfSc0000214	mRNA	27348	28442	+	Amillepora36674-RA	Amillepora36674
xfSc0000214	mRNA	86261	88108	+	Amillepora36680-RA	Amillepora36680
xfSc0000214	mRNA	88334	88903	+	Amillepora36681-RA	Amillepora36681
xfSc0000214	mRNA	95621	97846	+	Amillepora36683-RA	Amillepora36683
xfSc0000214	mRNA	26752	27306	+	Amillepora36673-RA	Amillepora36673
xfSc0000155	mRNA	38582	40629	+	Amillepora35261-RA	Amillepora35261
xfSc0000155	mRNA	163519	164673	+	Amillepora35269-RA	Amillepora35269
xfSc0000155	mRNA	152386	153129	+	Amillepora35268-RA	Amillepora35268
xfSc0000155	mRNA	148896	149384	+	Amillepora35267-RA	Amillepora35267
xfSc0000155	mRNA	111457	112626	+	Amillepora35266-RA	Amillepora35266
xfSc0000155	mRNA	168513	169451	+	Amillepora35270-RA	Amillepora35270
xfSc0000155	mRNA	182837	189225	-	Amillepora35271-RA	Amillepora35271
xfSc0000155	mRNA	109120	152248	-	Amillepora35265-RA	Amillepora35265
xfSc0000155	mRNA	90869	95862	-	Amillepora35263-RA	Amillepora35263
xfSc0000286	mRNA	1623	2704	+	Amillepora37570-RA	Amillepora37570
xfSc0000286	mRNA	13527	38446	+	Amillepora37572-RA	Amillepora37572
xfSc0000286	mRNA	39989	42590	-	Amillepora37573-RA	Amillepora37573
xfSc0000286	mRNA	7095	7598	-	Amillepora37571-RA	Amillepora37571
xfSc0000286	mRNA	50529	53304	-	Amillepora37575-RA	Amillepora37575
xfSc0000286	mRNA	45060	46622	+	Amillepora37574-RA	Amillepora37574
xfSc0000319	mRNA	18026	22143	+	Amillepora37829-RA	Amillepora37829
xfSc0000319	mRNA	26037	26504	-	Amillepora37830-RA	Amillepora37830
xpSc0000532	mRNA	25977	26306	+	Amillepora32262-RA	Amillepora32262
xpSc0000532	mRNA	29375	31418	+	Amillepora32263-RA	Amillepora32263
xpSc0000532	mRNA	52154	57767	+	Amillepora32266-RA	Amillepora32266
xpSc0000532	mRNA	70893	77245	+	Amillepora32268-RA	Amillepora32268
xpSc0000532	mRNA	43838	49153	+	Amillepora32265-RA	Amillepora32265
xpSc0000532	mRNA	33618	36451	+	Amillepora32264-RA	Amillepora32264
xpSc0000532	mRNA	58645	68309	-	Amillepora32267-RA	Amillepora32267
xpSc0000532	mRNA	152902	154461	+	Amillepora32279-RA	Amillepora32279
xpSc0000532	mRNA	180340	181373	+	Amillepora32282-RA	Amillepora32282
xpSc0000532	mRNA	131822	134053	+	Amillepora32276-RA	Amillepora32276
xpSc0000532	mRNA	166906	172030	+	Amillepora32281-RA	Amillepora32281
xpSc0000532	mRNA	90043	95844	+	Amillepora32271-RA	Amillepora32271
xpSc0000532	mRNA	159904	164685	+	Amillepora32280-RA	Amillepora32280
xpSc0000532	mRNA	113204	122449	+	Amillepora32274-RA	Amillepora32274
xpSc0000532	mRNA	148495	152501	+	Amillepora32278-RA	Amillepora32278
xpSc0000532	mRNA	135798	142261	-	Amillepora32277-RA	Amillepora32277
xpSc0000532	mRNA	122458	131645	-	Amillepora32275-RA	Amillepora32275
xpSc0000532	mRNA	80781	89670	-	Amillepora32269-RA	Amillepora32269
xpSc0000532	mRNA	101856	105026	-	Amillepora32272-RA	Amillepora32272
xpSc0000532	mRNA	106753	107874	-	Amillepora32273-RA	Amillepora32273
xpSc0000532	mRNA	281745	282682	+	Amillepora32288-RA	Amillepora32288
xpSc0000532	mRNA	254540	271207	+	Amillepora32286-RA	Amillepora32286
xpSc0000532	mRNA	249312	250190	-	Amillepora32285-RA	Amillepora32285
xpSc0000532	mRNA	201695	221331	-	Amillepora32283-RA	Amillepora32283
xpSc0000532	mRNA	268792	270833	-	Amillepora32287-RA	Amillepora32287
xpSc0000532	mRNA	364717	366978	+	Amillepora32291-RA	Amillepora32291
xpSc0000532	mRNA	364806	369720	-	Amillepora32292-RA	Amillepora32292
xpSc0000532	mRNA	311301	351843	-	Amillepora32290-RA	Amillepora32290
xpSc0000532	mRNA	285118	291764	-	Amillepora32289-RA	Amillepora32289
xpSc0000532	mRNA	444581	450606	+	Amillepora32297-RA	Amillepora32297
xpSc0000532	mRNA	433399	435801	+	Amillepora32295-RA	Amillepora32295
xpSc0000532	mRNA	476138	485515	+	Amillepora32300-RA	Amillepora32300
xpSc0000532	mRNA	526684	535015	+	Amillepora32307-RA	Amillepora32307
xpSc0000532	mRNA	543121	568217	+	Amillepora32311-RA	Amillepora32311
xpSc0000532	mRNA	486684	494207	-	Amillepora32305-RA	Amillepora32305
xpSc0000532	mRNA	517060	526880	-	Amillepora32306-RA	Amillepora32306
xpSc0000532	mRNA	396949	428968	-	Amillepora32293-RA	Amillepora32293
xpSc0000532	mRNA	536598	542949	-	Amillepora32308-RA	Amillepora32308
xpSc0000532	mRNA	453755	456958	-	Amillepora32298-RA	Amillepora32298
xpSc0000532	mRNA	458853	474375	-	Amillepora32299-RA	Amillepora32299
xpSc0000532	mRNA	440031	441940	-	Amillepora32296-RA	Amillepora32296
xfSc0000187	mRNA	25458	26468	+	Amillepora35992-RA	Amillepora35992
xfSc0000187	mRNA	143695	145604	+	Amillepora36007-RA	Amillepora36007
xfSc0000187	mRNA	16591	17634	+	Amillepora35991-RA	Amillepora35991
xfSc0000187	mRNA	31656	38885	+	Amillepora35994-RA	Amillepora35994
xfSc0000187	mRNA	1693	12788	+	Amillepora35990-RA	Amillepora35990
xfSc0000187	mRNA	117173	119785	+	Amillepora36004-RA	Amillepora36004
xfSc0000187	mRNA	94230	104090	+	Amillepora36002-RA	Amillepora36002
xfSc0000187	mRNA	127528	132900	+	Amillepora36005-RA	Amillepora36005
xfSc0000187	mRNA	104484	117126	+	Amillepora36003-RA	Amillepora36003
xfSc0000187	mRNA	44560	46771	-	Amillepora35996-RA	Amillepora35996
xfSc0000187	mRNA	27125	31533	-	Amillepora35993-RA	Amillepora35993
xfSc0000187	mRNA	39521	43800	-	Amillepora35995-RA	Amillepora35995
xfSc0000187	mRNA	146113	152855	-	Amillepora36008-RA	Amillepora36008
xfSc0000187	mRNA	54451	61097	-	Amillepora35998-RA	Amillepora35998
xfSc0000187	mRNA	47616	50384	-	Amillepora35997-RA	Amillepora35997
xfSc0000187	mRNA	68080	82150	-	Amillepora35999-RA	Amillepora35999
xfSc0000187	mRNA	90547	91719	-	Amillepora36001-RA	Amillepora36001
xfSc0000187	mRNA	134380	143700	-	Amillepora36006-RA	Amillepora36006
xfSc0000187	mRNA	90313	90537	-	Amillepora36000-RA	Amillepora36000
xfSc0000228	mRNA	74329	75180	+	Amillepora36980-RA	Amillepora36980
xfSc0000228	mRNA	255	33329	+	Amillepora36977-RA	Amillepora36977
xfSc0000228	mRNA	65817	73122	-	Amillepora36979-RA	Amillepora36979
xfSc0000285	mRNA	30045	34910	-	Amillepora37566-RA	Amillepora37566
xfSc0000205	mRNA	6517	21489	+	Amillepora36411-RA	Amillepora36411
xfSc0000205	mRNA	103279	125483	+	Amillepora36420-RA	Amillepora36420
xfSc0000205	mRNA	26197	32963	+	Amillepora36413-RA	Amillepora36413
xfSc0000205	mRNA	90639	96427	+	Amillepora36418-RA	Amillepora36418
xfSc0000205	mRNA	97892	100822	+	Amillepora36419-RA	Amillepora36419
xfSc0000205	mRNA	19749	21472	-	Amillepora36412-RA	Amillepora36412
xfSc0000205	mRNA	34045	75015	-	Amillepora36414-RA	Amillepora36414
xfSc0000205	mRNA	77115	90509	-	Amillepora36416-RA	Amillepora36416
xfSc0000205	mRNA	125046	128132	-	Amillepora36421-RA	Amillepora36421
xfSc0000205	mRNA	128960	129689	-	Amillepora36422-RA	Amillepora36422
xfSc0000213	mRNA	102703	106728	+	Amillepora36560-RA	Amillepora36560
xfSc0000213	mRNA	12948	15365	+	Amillepora36554-RA	Amillepora36554
xfSc0000213	mRNA	17858	29754	+	Amillepora36555-RA	Amillepora36555
xfSc0000213	mRNA	68274	77656	+	Amillepora36559-RA	Amillepora36559
xfSc0000213	mRNA	825	8326	+	Amillepora36553-RA	Amillepora36553
xfSc0000213	mRNA	49578	55356	+	Amillepora36558-RA	Amillepora36558
xfSc0000213	mRNA	30715	39255	-	Amillepora36556-RA	Amillepora36556
xfSc0000213	mRNA	39713	41881	-	Amillepora36557-RA	Amillepora36557
xfSc0000213	mRNA	111595	122917	-	Amillepora36561-RA	Amillepora36561
xfSc0000171	mRNA	172009	175124	+	Amillepora35671-RA	Amillepora35671
xfSc0000171	mRNA	178376	180434	+	Amillepora35672-RA	Amillepora35672
xfSc0000171	mRNA	42607	43242	+	Amillepora35668-RA	Amillepora35668
xfSc0000171	mRNA	94217	107118	-	Amillepora35669-RA	Amillepora35669
xfSc0000171	mRNA	128824	142569	-	Amillepora35670-RA	Amillepora35670
xfSc0000171	mRNA	42528	56828	-	Amillepora35667-RA	Amillepora35667
xfSc0000317	mRNA	17380	28489	+	Amillepora37828-RA	Amillepora37828
xfSc0000317	mRNA	4471	9729	+	Amillepora37827-RA	Amillepora37827
xfSc0000218	mRNA	4410	40890	-	Amillepora36740-RA	Amillepora36740
xfSc0000218	mRNA	65387	72657	-	Amillepora36743-RA	Amillepora36743
xfSc0000218	mRNA	103626	104206	-	Amillepora36744-RA	Amillepora36744
xpSc0000534	mRNA	78559	79623	+	Amillepora32705-RA	Amillepora32705
xpSc0000534	mRNA	32848	33357	+	Amillepora32702-RA	Amillepora32702
xpSc0000534	mRNA	32140	32766	+	Amillepora32701-RA	Amillepora32701
xpSc0000534	mRNA	79843	80522	+	Amillepora32706-RA	Amillepora32706
xpSc0000534	mRNA	80529	81460	+	Amillepora32707-RA	Amillepora32707
xpSc0000534	mRNA	103549	104670	+	Amillepora32708-RA	Amillepora32708
xpSc0000534	mRNA	182119	182652	+	Amillepora32709-RA	Amillepora32709
xpSc0000534	mRNA	227225	229828	+	Amillepora32712-RA	Amillepora32712
xpSc0000534	mRNA	185316	191837	-	Amillepora32710-RA	Amillepora32710
xpSc0000534	mRNA	234848	238459	-	Amillepora32713-RA	Amillepora32713
xpSc0000534	mRNA	238514	240739	-	Amillepora32714-RA	Amillepora32714
xpSc0000534	mRNA	267774	269194	-	Amillepora32719-RA	Amillepora32719
xpSc0000534	mRNA	278664	281452	-	Amillepora32720-RA	Amillepora32720
xpSc0000534	mRNA	263170	266615	-	Amillepora32718-RA	Amillepora32718
xpSc0000534	mRNA	363839	369485	+	Amillepora32725-RA	Amillepora32725
xpSc0000534	mRNA	326093	337809	+	Amillepora32723-RA	Amillepora32723
xpSc0000534	mRNA	287053	291713	-	Amillepora32721-RA	Amillepora32721
xpSc0000534	mRNA	315528	315743	-	Amillepora32722-RA	Amillepora32722
xpSc0000534	mRNA	342137	351594	-	Amillepora32724-RA	Amillepora32724
xpSc0000534	mRNA	380636	381746	-	Amillepora32726-RA	Amillepora32726
xpSc0000534	mRNA	514518	515072	+	Amillepora32733-RA	Amillepora32733
xpSc0000534	mRNA	403565	405133	+	Amillepora32728-RA	Amillepora32728
xpSc0000534	mRNA	402947	403579	-	Amillepora32727-RA	Amillepora32727
xpSc0000534	mRNA	481287	483666	-	Amillepora32732-RA	Amillepora32732
xpSc0000534	mRNA	440298	446075	-	Amillepora32730-RA	Amillepora32730
xpSc0000534	mRNA	460290	462047	-	Amillepora32731-RA	Amillepora32731
xfSc0000443	mRNA	315	6154	-	Amillepora38212-RA	Amillepora38212
xfSc0000198	mRNA	60818	61084	-	Amillepora36323-RA	Amillepora36323
xfSc0000380	mRNA	13916	16154	+	Amillepora38107-RA	Amillepora38107
xfSc0000434	mRNA	3626	4279	+	Amillepora38206-RA	Amillepora38206
xfSc0000434	mRNA	387	1611	+	Amillepora38205-RA	Amillepora38205
xfSc0000409	mRNA	3053	10674	-	Amillepora38153-RA	Amillepora38153
xfSc0000409	mRNA	438	1474	+	Amillepora38152-RA	Amillepora38152
xfSc0000278	mRNA	17223	18140	+	Amillepora37439-RA	Amillepora37439
xfSc0000240	mRNA	40919	41742	+	Amillepora37099-RA	Amillepora37099
xfSc0000240	mRNA	66991	69725	+	Amillepora37100-RA	Amillepora37100
xfSc0000240	mRNA	2355	12151	-	Amillepora37098-RA	Amillepora37098
xfSc0000193	mRNA	139114	139899	+	Amillepora36123-RA	Amillepora36123
xfSc0000193	mRNA	72238	92445	+	Amillepora36121-RA	Amillepora36121
xfSc0000193	mRNA	36206	36532	-	Amillepora36117-RA	Amillepora36117
xfSc0000193	mRNA	24610	25989	-	Amillepora36116-RA	Amillepora36116
xfSc0000193	mRNA	135395	137545	-	Amillepora36122-RA	Amillepora36122
xfSc0000193	mRNA	59534	61528	-	Amillepora36119-RA	Amillepora36119
xfSc0000193	mRNA	50372	52476	-	Amillepora36118-RA	Amillepora36118
xfSc0000193	mRNA	12215	14556	-	Amillepora36115-RA	Amillepora36115
xfSc0000186	mRNA	54961	56109	+	Amillepora35953-RA	Amillepora35953
xfSc0000342	mRNA	6765	11203	+	Amillepora37953-RA	Amillepora37953
xfSc0000321	mRNA	18045	19710	+	Amillepora37834-RA	Amillepora37834
xfSc0000199	mRNA	94495	95278	+	Amillepora36327-RA	Amillepora36327
xfSc0000199	mRNA	93721	94442	+	Amillepora36326-RA	Amillepora36326
xfSc0000199	mRNA	71106	73085	-	Amillepora36325-RA	Amillepora36325
xfSc0000199	mRNA	34065	37595	-	Amillepora36324-RA	Amillepora36324
xfSc0000217	mRNA	57082	60346	+	Amillepora36723-RA	Amillepora36723
xfSc0000217	mRNA	74095	88110	+	Amillepora36726-RA	Amillepora36726
xfSc0000217	mRNA	92652	107697	-	Amillepora36727-RA	Amillepora36727
xfSc0000217	mRNA	60156	62345	-	Amillepora36724-RA	Amillepora36724
xfSc0000266	mRNA	14753	17386	+	Amillepora37367-RA	Amillepora37367
xfSc0000266	mRNA	25221	28389	+	Amillepora37372-RA	Amillepora37372
xfSc0000266	mRNA	24120	24815	+	Amillepora37371-RA	Amillepora37371
xfSc0000266	mRNA	4336	7852	+	Amillepora37366-RA	Amillepora37366
xfSc0000266	mRNA	28428	53281	-	Amillepora37373-RA	Amillepora37373
xfSc0000196	mRNA	146548	147191	+	Amillepora36213-RA	Amillepora36213
xfSc0000196	mRNA	57	10579	-	Amillepora36207-RA	Amillepora36207
xfSc0000196	mRNA	87145	87465	-	Amillepora36211-RA	Amillepora36211
xfSc0000196	mRNA	90026	90325	-	Amillepora36212-RA	Amillepora36212
xfSc0000195	mRNA	63545	69874	+	Amillepora36180-RA	Amillepora36180
xfSc0000195	mRNA	42161	43927	+	Amillepora36179-RA	Amillepora36179
xfSc0000195	mRNA	92788	101755	+	Amillepora36181-RA	Amillepora36181
xfSc0000195	mRNA	142921	151034	+	Amillepora36183-RA	Amillepora36183
xfSc0000195	mRNA	117996	127347	+	Amillepora36182-RA	Amillepora36182
xfSc0000195	mRNA	12562	25026	+	Amillepora36178-RA	Amillepora36178
xfSc0000416	mRNA	6522	6725	+	Amillepora38177-RA	Amillepora38177
xfSc0000200	mRNA	9698	48532	+	Amillepora36336-RA	Amillepora36336
xfSc0000200	mRNA	49326	54626	-	Amillepora36339-RA	Amillepora36339
xfSc0000200	mRNA	20460	21438	-	Amillepora36337-RA	Amillepora36337
xfSc0000230	mRNA	14320	20007	+	Amillepora36991-RA	Amillepora36991
xfSc0000230	mRNA	88705	89403	+	Amillepora36997-RA	Amillepora36997
xfSc0000230	mRNA	69392	69900	+	Amillepora36995-RA	Amillepora36995
xfSc0000230	mRNA	71201	76502	+	Amillepora36996-RA	Amillepora36996
xfSc0000230	mRNA	59401	63414	-	Amillepora36994-RA	Amillepora36994
xfSc0000230	mRNA	4056	11288	-	Amillepora36990-RA	Amillepora36990
xfSc0000230	mRNA	1474	4050	-	Amillepora36989-RA	Amillepora36989
xfSc0000292	mRNA	20006	20871	+	Amillepora37655-RA	Amillepora37655
xfSc0000292	mRNA	529	17405	-	Amillepora37654-RA	Amillepora37654
xfSc0000337	mRNA	13451	13723	+	Amillepora37936-RA	Amillepora37936
xfSc0000153	mRNA	53720	56495	-	Amillepora34923-RA	Amillepora34923
xfSc0000153	mRNA	85394	89710	-	Amillepora34924-RA	Amillepora34924
